REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
1352,49,09223434,1025300002925,1352,044959746,1/1/2016,"??? ??? ""????????""","173003 ???????????? ???., ?. ??????? ????????, ???. ???? ?????,  ?.11",1,27
1354,35,09610705,1027700381290,1354,043510607,1/1/2016,???? ???? (???),"295000, ?????????? ????, ?.???????????, ????? ?????????? ????? 60-????? ????, ?. 34",1,27
1370,65,09253435,1026600001361,1370,046577993,1/1/2016,"??? ?? ""??????????""","620075, ???????????? ???????, ?. ????????????, ????? ?????????, ??? 83",1,27
1376,75,09278990,1027400009064,1376,047501799,1/1/2016,"???? ""??????????"" ???","456770, ??????????? ???????, ?. ????????, ??. ?????????, ?. 19",1,27
1398,80,09620276,1020200001634,1398,048073842,1/1/2016,?????????????? (???),"450076, ?????????? ????????????, ?.???, ??.??????, 54",1,31
1399,29,10844124,1024000001002,1399,042908762,1/1/2016,"??? ???? ""?????""","248000, ?. ??????, ??. ??????????, 10",1,31
1405,45,09620402,1027739149778,1405,044583676,1/1/2016,"??? ???? ""?????????????""","115162,  ?. ??????, ??. ??????, ?. 44, ???????? 12",1,31
1411,45,09620046,1027739337581,1411,044525629,1/1/2016,"???? ""????"" ???","121069,  ?. ??????, ??. ??????? ?????????, ?.49",1,31
1414,45,09620885,1027739049370,1414,044525779,1/1/2016,??? ?2? ??????? ????,"125009,  ?. ??????, ???????????? ????????, ?. 21/1, ???. 1",1,23
1439,45,09620767,1027700540680,1439,044525181,1/1/2016,"???? ""???????????"" (???)","101000,  ?. ??????, ???????? ????????, ?. 7/4, ???. 1",1,23
1441,65,09253174,1026600000063,1441,046577912,1/1/2016,"??? ?? ""???""","620026, ???????????? ???????, ?. ????????????, ??. ??????????, ?.86",1,23
1455,92,09265467,1021600000806,1455,049240748,1/1/2016,"?? ""????????????""","423831, ?????????? ?????????, ?.?????????? ?????, ????????  ?????? ??????, 43",1,31
1459,45,09620230,1025600001130,1459,044525322,1/1/2016,"??? ?? ""????????""","101000, ?. ??????, ???????? ???., ?. 13, ???. 1",1,31
1460,10,10332973,1022800000112,1460,041012718,1/1/2016,"??? ?? ""?????????""","675000,  ???????? ???., ?.????????????, ???. ????????? ??????????, 1",1,31
1470,45,09301192,1027700159288,1470,044525848,1/1/2016,"??? ??? ""?????-????""","105066, ?. ??????, ??. ?????????????, ?. 31/7, ????. 2",1,31
1478,45,09301275,1157700013250,1478,044525663,1/1/2016,"??? ?? ""????-????""","125130, ?. ??????, 6-?? ???????????????? ???., ?.4",1,23
1481,45,00032537,1027700132195,1481,044525225,1/1/2016,??? ????????,"117997,  ?. ??????, ??. ????????, ?.19",1,31
1521,45,17508783,1027739265355,1521,044525719,1/1/2016,"???? ""???????????"" (??)","119296,  ?. ??????, ????????? ????????, ?. 63/2, ?????? 1",1,31
1555,45,17526367,1027739165409,1555,044583664,1/1/2016,"???? ""????????????"" ??","119334,  ?. ??????, ????????? ????????, ??? 37, ?????? 1",1,23
1557,65,09307651,1026600001042,1557,046577781,1/1/2016,"??? ""???-????""","620014, ????????????, ??. ????????, ?.31-?/???????? ??????????, ?.11",1,31
1573,45,13243000,1027739857958,1573,044583666,1/1/2016,"??? ""??????????""","115093,  ?. ??????, ??. ???????????, ??? 86",1,31
1574,04,10163980,1022400000655,1574,040407718,1/1/2016,"??? ?? ""????""","660049. ?.??????????, ??. ??????, ?. 37, ???. 6",1,31
1581,92,09265705,1021600000146,1581,049205798,1/1/2016,"""????? ????"" (???)","420066, ?.??????, ???????? ??????????, ?.58",1,31
1586,40,11164704,1027800000172,1586,044030841,1/1/2016,"?? ?? ""??????????""","197046, ?????-?????????, ???????????? ???., 5, ???.?, ???.14?, 18?",1,23
1614,40,09233102,1020900001781,1614,044030925,1/1/2016,"?? ""?????? ????""","197198, ??????, ?????-?????????, ??????? ???????? ?.?., ?.25/2, ???.?, ???.9?",1,31
1618,45,09233272,1020900001792,1618-?,044583614,1/1/2016,"?? ""???????????"" ????","127473, ?. ??????, ??. ????????????, ?. 13, ???. 2",1,23
1623,45,20606880,1027739207462,1623,044525716,1/1/2016,??? 24 (???),"101000,  ?. ??????, ??. ?????????, ?. 35",1,31
1635,65,20611616,1036605604078,1635,046510805,1/1/2016,"?? ""?????????""","622001, ???????????? ???????, ?. ?????? ?????, ??. ??????????, 2?",1,27
1637,45,09307556,1027739296584,1637,044583685,1/1/2016,"""???-????"" (???)","125424,  ?. ??????, ????????????? ?????, ?.73",1,31
1639,45,13199517,1027739572740,1639,044525692,1/1/2016,"?? ""?????????"" ???","119049,  ?. ??????, ??.???????, ?.7, ???.3",1,27
1657,45,09307562,1037700024581,1657,044525626,1/1/2016,"?? ""????????????"" (???)","119435,  ?. ??????, ??????? ?????????? ???., ?. 2-4-6, ???. 10",1,31
1659,40,41761171,1023800000322,1659,044030904,1/1/2016,??? ???? ?????????,"190013, ?. ?????-?????????, ??. ?????????, ?. 16, ???. ?",1,31
1661,45,17528716,1027739126865,1661,044525723,1/1/2016,"??? ???? ""??????""","121019, ?. ??????, ????? ?????????? ????????, ??? 3-5/3/6, ???????? 9",1,23
1663,45,09801517,1021100000085,1663,044525899,1/1/2016,"??? ""???? ??????? ??????""","111250, ?.??????, ????? ??????????, ??? 8, ?????? 1",1,27
1671,45,17502837,1027700409791,1671,044583679,1/1/2016,"??? ?? ""??????-????""","123056,  ?. ??????, ??. ????????????, ?.13, ???.1",1,31
1673,83,09128084,1020700000826,1673,048327736,1/1/2016,"??? ""???? ""???????""","361115, ????????? - ?????????? ??????????, ?. ???????, ??. ??????, 23",1,23
1680,40,20501862,1027800000953,1680,044030882,1/1/2016,????? ???????? ??? ??,"191186, ?????-?????????, ??????? ??. ??? 12",1,23
1697,45,09308633,1027739326933,1697,044525334,1/1/2016,????? ???? (??),"119334,  ?. ??????, ?????????????? ??????, ?. 1, ???.1",1,31
1701,71,27014941,1028600002749,1701,047144704,1/1/2016,"??? ""??????? ??????""","628416, ????????? ???., ?????-?????????? ?????????? ????? - ????, ?. ??????, ??. ????????????, 11",1,31
1704,50,16570260,1025400000053,1704,045004760,1/1/2016,"??? ?? ""??????????????""","630005, ?. ???????????,  ??.?????????, ?.51",1,27
1717,45,17511213,1027700259058,1717,044583210,1/1/2016,???????? ???? (???),"123056, ?.??????, ??.?????????????, ?.26, ???.1",1,27
1720,69,09266291,1027000002446,1720,046902728,1/1/2016,"??? ""??????????????????""","634061, ????? ?????, ???????? ??????, 90",1,23
1724,45,09308188,1027739510787,1724,044525405,1/1/2016,"??? ??? ""????????""","115054,  ?. ??????, 3-? ?????????????? ???., ?.4/6, ???.1",1,23
1732,92,12963502,1021600000751,1732,049209767,1/1/2016,"?? ""?? ????""","420043, ?.??????, ??.???????????,24",1,27
1736,45,09308415,1027739186738,1736,044525325,1/1/2016,"??? ?? ""?????????""","107023,  ?. ??????, ??. ????? ???????????, ?. 1, ???. 1",1,31
1745,94,13068554,1021800001508,1745,049401814,1/1/2016,"??? ""??????????""","426008, ?????????? ??????????, ?.??????, ??.??????????,268",1,31
1747,32,22926287,1024200001792,1747,043209770,1/1/2016,"??? ""???????""","654080, ??????????? ???????, ????? ???????????, ????? ??????, ??? 69",1,27
1751,45,25094551,1107711000022,1751,044525521,1/1/2016,??? ??????????,"107023, ?. ??????, ??. ??????? ???????????,  ?. 32, ???. 1",1,31
1752,89,12925200,1021300000072,1752,048952749,1/1/2016,"????? ""?? ????"" (???)","430005, ?????????? ????????, ????? ???????, ????? ???????????????, ??? 30",1,27
1763,24,10731360,1043700028679,1763,042406705,1/1/2016,"?? ?? ""???????""","153002, ?.???????, ?????. ??????, ?. 31-?",1,31
1765,12,10393578,1023000817388,1765,041203715,1/1/2016,?? ????????,"414000 ?.????????? ??.??????, 3",1,31
1781,24,10729179,1023700001467,1781,042406701,1/1/2016,"?? ??? ""??????????""","153000, ?.???????, ??.??????, ?.13",1,27
1788,57,24046395,1025900000059,1788,045773705,1/1/2016,"?? ???? ""?????????""","614096, ?. ?????, ??. ??????, 68",1,23
1792,36,11707493,1026300001991,1792,043602975,1/1/2016,"??? ""????????? ????""","443013, ????????? ???????, ?. ??????, ??. ??????????????, ??? 42?",1,23
1809,71,21768455,1028600003497,1809,047169742,1/1/2016,"?? ???? ""?????""","628624, ????????? ???., ?????-?????????? ?????????? ????? - ????, ?. ?????????????, ??. ????, 68",1,27
1810,10,09272303,1022800000079,1810,041012765,1/1/2016,"""????????-????????????? ????"" (???)","675000, ???????? ???., ?. ????????????, ??.????????, 225",1,31
1818,60,24146116,1026100002708,1818,046014718,1/1/2016,"??? ""???-????????"" ???","346500, ?????????? ???????, ?. ?????, ??. ??????? ?????, 140",1,27
1829,45,23832312,1025600001668,1829,044583861,1/1/2016,"??? ""??????""","109240, ?. ??????, ??. ??????? ???????????, ?. 3, ???. 1",1,23
1868,45,12391939,1026800000028,1868,044583731,1/1/2016,"?? ""????????""","105064, ?. ??????, ??. ????????, ??? 27",1,31
1869,46,10253149,1022600000059,1869,044525484,1/1/2016,"??? ?? ""????????????""","141002, ?????????? ???????, ?. ??????, ??. ????????, ?. 5",1,31
1885,45,09308403,1027739553764,1885,044525341,1/1/2016,"??? ""????-????"" (??)","119021,  ?. ??????, ????????? ???????, ?.25",1,31
1896,19,10561293,1023500000655,1896,041909760,1/1/2016,"??? ""???? ""??????????""","160001 ?.???????, ??. ????????? ?. 11",1,31
1917,92,12965889,1021600003160,1917,049205789,1/1/2016,"?? ""?????? ????""","420107, ?.??????, ??.?????? ??????????, ?.8?",1,31
1920,45,17180609,1037739042912,1920,044525348,1/1/2016,"??? ""?????-????"" (??)","115184,  ?. ??????, ??. ?????????????, ?. 9, ???. 2",1,31
1926,40,25102440,1020500001170,1926,044030870,1/1/2016,"??? ?? ""???????????????""","192102, ?. ?????-?????????, ??. ??????, ?.4, ????? ?, ???.3,4  18?",1,23
1927,34,10041566,1022200525841,1927,043469751,1/1/2016,"??? ?? ""???????????? ??????""","156000, ?. ????????, ??. ?????????, 25 ?",1,31
1928,07,10253452,1022600001984,1928,040708775,1/1/2016,"??? ?? ""????-????""","357500, ?????????????? ????, ?.?????????, ???????? ????????, ??? 5-?",1,31
1942,45,09317031,1027739326010,1942,044525243,1/1/2016,"?? ""???????????""","109004, ?.??????, ??. ???????? ???, ??? 59, ???????? 2",1,31
1948,45,17530972,1027700135540,1948,044599313,1/1/2016,"??? ??? ""??????""","111024,  ?. ??????, ????? ???????????, ?. 17, ???. 1",1,23
1949,24,20515858,1083700000471,1949,042406718,1/1/2016,??? ???????????? ???? ??????????,"153000, ?. ???????, ????? ?????????, ??? 2",1,31
1957,66,12351785,1026700000073,1957,046614757,1/1/2016,"??? ""??????? ????????""","214000 ?.????????, ??.??????, 13-?",1,31
1966,22,10668259,1025200000022,1966,042202705,1/1/2016,"??? ""???-????""","603950, ?.?????? ????????, ??????? ????????, 6",1,23
1968,45,16582292,1025400001637,1968,044525526,1/1/2016,"?? ""??????? ????????? ????"" (???)","119180, ?. ??????, ??. ??????? ???????, ??? 2, ???????? 2",1,27
1971,45,12507282,1028600001880,1971,044583297,1/1/2016,"??? ""?????-?????????? ???? ????????""","119021, ?. ??????, ??. ?????? ??????, ?. 11, ???. 13",1,31
1972,92,13000543,1021600002148,1972,049202792,1/1/2016,"?? ""?????-??????"" (???)","423450, ?????????? ?????????, ?.???????????, ??.??????, 77",1,23
1973,92,12998664,1021600000366,1973,049205795,1/1/2016,"??? ""??????????????""","420081, ?.??????, ??-? ?. ?????????, ?.16?",1,23
1975,45,16249960,1020400000081,1975,044599342,1/1/2016,"??? ?? ""??????????""","125212, ?.??????, ??. ??????????, ?. 16, ????. 2",1,31
1978,45,09318941,1027739555282,1978,044525659,1/1/2016,"??? ""?????????? ????????? ????""","107045,  ?. ??????, ????? ????????, ?. 2, ???. 1",1,31
1982,45,17337293,1037739296825,1982,044525279,1/1/2016,"?? ""???"" ???","117485,  ?. ??????, ??. ???????????, ?.84/32, ???. 14",1,31
1987,45,09307496,1027739097165,1987,044525832,1/1/2016,"??? ""???""","125167,  ?. ??????, ????????????? ????????, ?. 37, ????.12",1,23
2015,01,20986262,1022200525819,2015,040173745,1/1/2016,"""??????????"" ???","656038, ????????? ????, ?.???????, ??.?.??????, 1",1,23
2027,45,16937128,1021100000393,2027,044525775,1/1/2016,"?? ""???????"" (???)","123557, ?. ??????, ????????????? ????????, ?. 3/10, ???. 1",1,23
2034,45,12391945,1027739058720,2034,044583963,1/1/2016,"???? ""?????? ??????"" (??)","119071,  ?. ??????, ??. ????????????, ?. 10",1,31
2035,45,16260171,1020900001770,2035,044599527,1/1/2016,"??? ??? ""???""","127051, ?. ??????, ????? ???????? ???.,  ?. 11-13, ???. 1",1,23
2048,22,10658812,1025200001254,2048,042204721,1/1/2016,"??? ""???????????????""","607189, ????????????? ???????, ?.?????, ????? ???????, 13",1,31
2053,70,12467269,1027100000014,2053,047003725,1/1/2016,"??? ""??????????""","300012, ???????? ???????, ?.????, ??.??????, 85?",1,31
2055,45,09307450,1027739824881,2055,044583893,1/1/2016,???? ???? (??),"125195,  ?. ??????, ??. ????????????? ?????, ??? 59",1,27
2063,45,21417572,1022200526061,2063,044525074,1/1/2016,"?? ?? ""???????""","107140, ?. ??????, ??. ?????? ??????????????, ?. 5, ???. 5",1,23
2065,61,12208964,1026200004060,2065,046126744,1/1/2016,"??? ""??? ??. ?. ??????""","390000, ?. ??????,  ??. ????????, ?. 64",1,27
2070,92,27889467,1151600000100,2070,049205919,1/1/2016,"??? ""?????????""","420126, ?.??????, ??.?????? ????????, ?.15",1,23
2073,45,25095585,1020500000510,2073,044525536,1/1/2016,"??? ???? ""????""","105062, ?. ??????, ????????????  ???, ?. 17",1,27
2085,32,16374100,1024200685948,2085,043207780,1/1/2016,"??? ?? ""??????""","650070, ??????????? ???????, ?. ????????, ??. ??????????, ?. 5",1,23
2093,18,22360041,1023400000964,2093,041806791,1/1/2016,"??? ?? ""?????????""","400066, ?.?????????, ??.??.????????, ?.7",1,27
2103,30,10874390,1024100000165,2103,043002717,1/1/2016,"""????????????? ????????????????"" (??)","683032, ?????????? ????, ?.?????????????-??????????, ??. ???????????, 19",1,27
2110,45,17504207,1027739250285,2110,044525275,1/1/2016,"??? ""????????"" (??)","123100,  ?. ??????, ????????????????? ??????????, ?.14",1,23
2119,45,17507909,1027739176080,2119,044525268,1/1/2016,"??? ??? ""????-????""","117218, ?. ??????, ??. ??????????????, ?. 21/33, ????. 1",1,27
2123,69,24635252,1027000000059,2123,046902727,1/1/2016,"??? ""??????????????""","634009, ?. ?????, ???. ???????, 2?",1,27
2136,45,17546341,1027700523718,2136,044525443,1/1/2016,"?? ""?????????-????"" (???)","101000,  ?. ??????, ??. ?????????, ??? 46, ???.1",1,27
2145,46,17531316,1025000002411,2145,044599780,1/1/2016,"??? ""?????????"" (??)","141200, ?????????? ???????, ?. ???????, ??????????? ??????, ? 7",1,23
2148,18,22498791,1023400000271,2148,041806799,1/1/2016,"?? ""??? ""???""","400087, ?. ?????????, ??. ???????, 3",1,23
2152,40,23530918,1027800000403,2152,044030724,1/1/2016,"??? ""????????????????????""","191040, ?. ?????-?????????, ??. ??????, 36-38, ????? ?",1,23
2156,45,17507529,1027739345281,2156,044525315,1/1/2016,"?? ""?????????????""","123001,  ?. ??????, ????????? ???., ?.19/20, ???.1",1,23
2157,45,17508352,1027739174759,2157,044525549,1/1/2016,"??? ""???????????"" (???)","107045,  ?. ??????, ????????? ????????, ?.24",1,27
2166,45,17528320,1027739738135,2166,044525249,1/1/2016,"?? ""??????????????"" (???)","109012, ?. ??????, ??. ??????????, ?.19-21/1",1,23
2167,45,21783124,1022300000051,2167,044525244,1/1/2016,"??? ""???? ??????????????""","115035, ?. ??????, ??????????? ??????????, ?. 32/2, ???. 1",1,23
2168,45,24387587,1027739664260,2168,044525811,1/1/2016,"""??????? ????"" ???","125040, ?. ??????, ??. ??????, ?. 26",1,23
2170,45,29296062,1027700458224,2170,044525933,1/1/2016,"??? ""??????"" (??)","117036, ?. ??????, ?????. 60-????? ???????, 10 ?",1,31
2207,92,13000065,1021600000421,2207,049205858,1/1/2016,"??? ""?????"" (???)","420107, ?.??????, ??.?????????????, ??? 2",1,23
2208,53,11921234,1025600000854,2208,045354860,1/1/2016,"??? ""????????"" (??)","460001, ???????????? ???????, ?. ????????, ??. ???????, 35/1",1,23
2209,45,17526887,1027739019208,2209,044525985,1/1/2016,"??? ???? ""?? ????????""","115114, ?. ??????, ??. ????????????, ?.2, ???.4",1,31
2210,45,26237308,1027739186970,2210,044525388,1/1/2016,??? ???? ???,"109147,  ?. ??????, ??.????????????, ?.27/35",1,31
2211,45,24153783,1027739136622,2211,044525783,1/1/2016,"?? ""???"" (??)","105062, ?. ??????, ???. ????????????, ?. 30, ???. 3",1,27
2216,45,17512023,1027739177377,2216,044525922,1/1/2016,"?? ""???? ??????""","101000,  ?. ??????, ?????????????? ???., ?. 2",1,27
2225,60,27210292,1026100001949,2225,046015762,1/1/2016,"??? ?? ""?????-??????""","344000, ?. ??????-??-????, ??. ????????, 62",1,31
2228,40,23047820,1027800000470,2228,044106770,1/1/2016,"??? ??? ""????????-????""","190000, ?????-?????????, ??. ??????? ???????, ?.55, ?????? ""?""",1,31
2241,45,22316525,1027739328440,2241,044525416,1/1/2016,???? ???? (??),"123001, ?. ??????, ??. ????????????, ?. 4, ???. 2",1,31
2244,52,23807805,1025500000635,2244,045279786,1/1/2016,"?? ""?????-????""","644043, ????? ????, ????? ??????, ??? 54",1,31
2245,45,17520519,1027739019373,2245,044583469,1/1/2016,"?? ?? ""??????""","123317,  ?. ??????, ????????????????? ???????, ?.7, ???.1",1,23
2248,45,32981436,1037700221635,2248,044525164,1/1/2016,????? ???? (???),"129090, ?. ??????, ??????????? ???., ?. 30 ????. 1",1,29
2249,91,24446255,1020900001902,2249,049133834,1/1/2016,"?? ""???????? ????""","369000, ?????????-?????????? ??????????, ?. ????????, ????? ????? ??????, ??? 31?",1,23
2252,45,09316868,1027739463300,2252,044583131,1/1/2016,"??? ""??????-????"" (??)","125047,  ?. ??????, ??. ??????, ?.2, ???.1",1,23
2254,45,17515168,1077711000014,2254,044583625,1/1/2016,"???? ""????????? ????"" ??","115054,  ?. ??????, ??. ????? ??????????, ?. 37, ???.1",1,23
2258,45,17515524,1027739075407,2258,044525568,1/1/2016,"??? ""????????????"" ???","111033, ?. ??????, ??. ????????????, ?. 9, ???. 9",1,23
2267,82,25091239,1020500001103,2267,048209755,1/1/2016,"??? ??? ""??????""","367025, ?????????? ????????, ?. ?????????, ??. ???????, ?.56",1,31
2268,45,17516067,1027739053704,2268,044525232,1/1/2016,"??? ""???-????""","115432,  ?. ??????, ???????? ?????????, ?. 18, ????.1",1,31
2269,45,17529377,1027739047181,2269,044525424,1/1/2016,"?? ""?????-????"" (???)","125047, ?. ??????, ??. 2-?? ?????????, ?. 30",1,31
2270,45,17531233,1027739495420,2270,044525293,1/1/2016,"??? ""??? ????""","109240, ?. ??????, ??. ????????????, ?. 7/8",1,31
2271,24,26482634,1023700007407,2271,042406738,1/1/2016,"??? ""????????"" (???)","153000, ?.???????, ??.?????????????, ?.53",1,27
2272,45,17522115,1027739460737,2272,044525256,1/1/2016,??? ???????,"107078,  ?. ??????, ??. ???? ??????????, ?. 34",1,23
2285,60,24185062,1026103273382,2285,046015761,1/1/2016,"??? ""???????????""","344082, ?. ??????-??-????, ??. ???????, 36?",1,31
2299,45,17526516,1027739224160,2299,044525784,1/1/2016,"??? ""???"" (??)","123242,  ?. ??????, ??.????? ??????????, ?.10 ???.1",1,23
2304,40,27456165,1027800000315,2304,044030877,1/1/2016,"???? ""???????????"" (???)","191123 ?????-?????????, ??. ????????, 39",1,23
2306,45,17527415,1027700024560,2306,044525976,1/1/2016,"??? ""??????? ????"" (???)","127051,  ?. ??????, ??????? ???????, ?. 18",1,27
2307,45,17534194,1027739447922,2307,044525148,1/1/2016,???? ???? (??),"127055, ?. ??????, ??. ?????????, ?. 27, ???. 1",1,23
2309,45,17537626,1027739857551,2309,044525213,1/1/2016,"??? ""???? ?? ?????"" (??)","129110,  ?. ??????, ???????? ????, ?.72",1,23
2312,45,17525770,1037739527077,2312,044583266,1/1/2016,"??? ""?????????? ???????"" (???)","121069,  ?. ??????, ??.??????? ??????????, ?.21?",1,31
2313,45,17530475,1027739081930,2313,044525294,1/1/2016,"?? ??? ""?????????""","119121,  ?. ??????, ??.???????, ?.10, ???.1",1,23
2316,36,21182608,1026300002244,2316,043601863,1/1/2016,"?? ??? ""???????""","443100, ?.??????, ??.?????????????????, ?.224",1,31
2347,45,17529288,1027739881091,2347,044525931,1/1/2016,"??? ?? ""???????""","123610,  ?. ??????, ????????????????? ???., ??? 12",1,23
2364,75,32542275,1027400001166,2364,047501751,1/1/2016,"???? ""??????"" (??)","454090, ?.?????????, ??.?????, ?.64 ""?""",1,27
2368,45,20921624,1026000001796,2368,044525801,1/1/2016,"?????????????? ???? ""?????"" (???)","119071, ?. ??????, ????????? ????????, ?. 15?",1,23
2374,45,17529808,1027739461694,2374,044525182,1/1/2016,"?? ""??????""","115054, ?. ??????, ??. ???????????, ?. 57, ???. 1",1,23
2388,01,27068718,1022200526446,2388,040173725,1/1/2016,"??? ""???????????-????"" (???)","656049, ?. ???????, ?????. ??????, 43",1,27
2390,64,27594329,1026500002286,2390,046401772,1/1/2016,"???? ""??????"" (???)","693000, ??????????? ???????, ?. ????-?????????, ???????????????? ????????, 32",1,23
2398,19,26781450,1022900001772,2398,041909769,1/1/2016,"?? ?? ""???????? ??????""","160000, ??????????? ???????, ?. ???????, ??. ???????, ?. 27",1,27
2402,45,09610839,1027700565970,2402,044525204,1/1/2016,"?? ??? ""?????????? ??????????""","121099,  ?. ??????, ??. ????? ?????, 29",1,23
2403,45,04879035,1027739137843,2403,044525226,1/1/2016,"???? ""???-???????"" (??)","115446,  ?. ??????, ??????????? ??????, ?. 14",1,23
2404,45,17534059,1037700043732,2404,044525238,1/1/2016,"??? ""???????"" (???)","125047,  ?. ??????, 2-? ????????-?????? ?????, ??? 2",1,31
2407,82,25127339,1020500003941,2407,048209775,1/1/2016,"??? ?? ""??? ????""","368502, ?????????? ????????, ?. ????????, ??. ???????????, 139 ""?""",1,23
2410,45,17539329,1027700136408,2410,044599133,1/1/2016,"??? ?? ""???-????""","119017,  ?. ??????, ??. ??????? ???????, ?. 37/4, ???. 1",1,23
2433,45,17540261,1037739297881,2433,044525173,1/1/2016,"??? ""??????????????"" (???)","101000, ??????, ??. ?????????, ?. 9/2, ???. 1",1,23
2435,82,25127322,1020500000267,2435-?,048209870,1/1/2016,"??? ???? ""????""","368000, ?????????? ????????, ?.????????, ??.????????, 4.",1,22
2438,45,17535975,1027739050833,2438,044525473,1/1/2016,"??? ""??????"" (???)","115184,  ?. ??????, ??. ?????????, ?. 10, ???.1",1,31
2440,45,17535627,1027700218666,2440,044525176,1/1/2016,"??? ??? ""????????????????""","119180, ?. ??????, ??. ??????? ???????, ?. 47, ???????? 2",1,31
2443,65,25054072,1026600000195,2443,046577881,1/1/2016,"??? ""??????????""","623406, ???????????? ???., ?. ???????-?????????, ??. ???????????, 36",1,27
2468,45,17541800,1027700429855,2468,044583772,1/1/2016,"??? ""???????????"" (??)","115035, ?. ??????, ???????? ???., ?. 22, ???. 2",1,27
2472,45,17536845,1027739045025,2472,044525556,1/1/2016,"??? ""????"" (??)","105005,  ?. ??????, ??. ??????????, ?. 58/25, ???????? 1",1,23
2484,86,24855427,1021000000108,2484,048602746,1/1/2016,"??? ???? ""?????""","185035, ?????????? ???????, ?. ????????????, ??. ?. ??????, ?.1",1,27
2490,35,17539789,1137711000074,2490,044525382,1/1/2016,"?? ""???????""","295011, ?????????? ????, ?. ???????????, ??. ???????????????, ?. 13",1,31
2491,82,25127411,1020500000157,2491,048209797,1/1/2016,"??? ?? ""?????""","367013, ?????????? ????????, ?.?????????, ??.???????, 38",1,23
2493,45,17537224,1027739067696,2493,044525895,1/1/2016,"??? ""?? ""????????????""","127055,  ?. ??????, ??. ?????????, ?. 7",1,31
2494,45,29291308,1027739526935,2494,044525236,1/1/2016,"??? ""???? ?????? ????? (??????)""","125009,  ?. ??????, ???????  ????????,  ?. 4, ???. 2",1,23
2495,45,17541355,1027739329375,2495,044525222,1/1/2016,??? ???? (???????) ??,"127473,  ?. ??????, ??. ??????????????????, ?. 36",1,23
2499,25,27268481,1023800000245,2499,042520840,1/1/2016,"??? ""?????-????""","664007, ????????? ???????, ?. ???????, ??.????????????,29",1,23
2506,45,17538910,1027700140753,2506,044525739,1/1/2016,"??? ""???? ?????""","121609,  ?. ??????, ?. ??????????, ?. 28",1,31
2507,36,21217985,1026300001881,2507,043678838,1/1/2016,"?? ""???????????????""","445009, ????????? ???., ?.????????, ??.????????, 96",1,23
2518,03,32293624,1022300003703,2518,040349722,1/1/2016,"?? ""?????? ??????"" ???","350000, ?. ?????????, ??. ??. ????????????, ??? ? 46 / ??. ???????????????, ???  ? 32",1,27
